model,accuracy,precision,recall,f1,roc_auc
logistic_regression,0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.9664502164502166
random_forest_pre_tuning,0.8688524590163934,0.8125,0.9285714285714286,0.8666666666666667,0.9453463203463204
random_forest_tuned,0.9180327868852459,0.8709677419354839,0.9642857142857143,0.9152542372881356,0.9534632034632035
